gene_symbol,phenotype,mendelian_disease_group,ground_truth
ERBB3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ACTA1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FGF23,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CHCHD2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
IRAK4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NDUFS2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
WAC,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FBP1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
WDR35,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CDSN,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PCYT1A,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
LIFR,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
AKAP9,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GLRA1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FLT4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
IFT122,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SFTPB,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
JPH1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CRTAP,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
COL5A1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
EGR2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CD3E,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
LPAR6,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CD3D,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
OAT,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CREB1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ATXN2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NDUFB3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MYBPC1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
IFNG,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FBXO31,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
KARS,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SPRY4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CTNNB1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
RPS26,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TECPR2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MYO7A,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CLDN16,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PSTPIP1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NDUFAF2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MLPH,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ATP7B,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PER3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CIITA,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FAT4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TNFRSF10B,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FERMT1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GATA6,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TANGO2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CHRND,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NPR2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
DCPS,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NPRL2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MNX1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
EIF2B5,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SLC40A1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
DOCK8,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PER2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ERCC2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CTSC,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MCM8,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
COL4A1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GRXCR1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MGAT2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SRD5A2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FREM2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TGDS,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ACVR1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
HADHB,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TRIO,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MUTYH,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
KCNH2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
DHH,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CYB5R3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NOTCH2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
HERC2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
HGD,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CXCL12,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NDST1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GLRB,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
KIDINS220,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
XDH,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GPR31,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PRKD1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ATP6V1B1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
DLD,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
KCNJ2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ACADM,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
VCL,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ACAN,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SELENON,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TNFAIP3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
KRT8,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CES1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FBLN5,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MYH14,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
EYA1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SLC25A12,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FLAD1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SCN2A,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
WDFY3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CARD14,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
XRCC4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PRDM8,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ACTN2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NSUN2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
HS6ST1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
HSPA6,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GTF2H5,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FGF17,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TRPC6,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
COG7,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TOE1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FGFR3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GCNT2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ASNS,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
FECH,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CALR3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
LIG4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
LYRM4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
APOB,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SFTPC,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PHOX2A,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TOR1A,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TBC1D7,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MAPRE2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NPC1L1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SEPSECS,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NDUFV2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
DNAJC12,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SAR1B,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TRDN,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CHST3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
EPHB4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GUCY2C,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ATP6V0A2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SCP2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CKAP2L,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
RET,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
LMAN2L,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
NBAS,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ELP4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
GRIN1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
DNAJC3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PTPRJ,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SLC22A12,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
MC2R,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
COX8A,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SURF1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CHRNE,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SLC22A18,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PRUNE1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
DDX11,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
LCK,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SETD2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
HYLS1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
BBS7,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
TSG101,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PROP1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
AP4E1,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PNPLA8,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
EXTL3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
PLPBP,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
RFXAP,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
OTX2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
STK11,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
CFHR3,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
COL1A2,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
KIF11,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
SMAD9,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ORC4,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ETFA,UKB_460K.blood_MEAN_PLATELET_VOL,Disorders_of_Platelet_Function,0
ATAD3A,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SKI,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PRDM16,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MTHFR,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NPPA,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MFN2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PINK1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
LDLRAP1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SELENON,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
RSPO1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ZMPSTE24,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
RAD54L,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
COA7,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CPT2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PCSK9,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ANGPTL3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PGM1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NEXN,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
AGL,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NRAS,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
HFE2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
GJA5,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ZNF687,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
OAZ3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TPM3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ADAR,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
FLAD1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
DPM3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
RIT1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
LMNA,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PAQR6,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NTRK1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
DCAF8,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NDUFS2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
APOA2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MPZ,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
FCGR2B,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
UAP1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TADA1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SLC19A2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
F5,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SERPINC1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TOR1AIP1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CFH,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
F13B,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TNNT2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
REN,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
IL10,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CD55,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CR2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CR1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
HSD11B1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
KCNH1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SLC30A10,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
RAB3GAP2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
EPHX1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PSEN2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ACTA1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
AGT,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
COA6,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ACTN2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
RYR2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
COX20,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PHYH,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CACNB2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
YME1L1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CXCL12,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MBL2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TFAM,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CTNNA3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MYPN,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PRF1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
VCL,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
KAT6B,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
LDB3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PTEN,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ACTA2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
LIPA,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
KIF11,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
RBP4,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CYP2C19,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CYP2C9,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CYP2C8,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
HPS1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
COX15,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TWNK,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
RBM20,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SHOC2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ADRB1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
BAG3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ECHS1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
HRAS,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PNPLA2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CTSD,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TNNI2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TNNT3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CDKN1C,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SLC22A18,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SMPD1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
KCNJ11,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ABCC8,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TSG101,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CSRP3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
WT1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MAPK8IP1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
F2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MYBPC3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NDUFS3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
BSCL2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
COX8A,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
BANF1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
AIP,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NDUFV1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NDUFS8,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
LRP5,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CPT1A,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
IGHMBP2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
DHCR7,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CLPB,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TMEM126B,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TMEM126A,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TRPC6,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MMP1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SLN,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ACAT1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CRYAB,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SDHD,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
APOA5,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
APOC3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
APOA1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SLC37A4,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CBL,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
FOXRED1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ACAD8,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
CACNA1C,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
FGF23,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NDUFA9,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TNFRSF1A,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
LRP6,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MGP,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ABCC9,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
KRAS,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
YARS2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PKP2,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
PFKM,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
GPD1,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
COX14,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SCN8A,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
ERBB3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
TSFM,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
IFNG,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
LYZ,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
BBS10,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
MYF6,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NDUFA12,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
SLC25A3,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
NR1H4,PASS_Coronary_Artery_Disease,Cardiovascular_Disease,1
