chr,start,stop,gene_symbol,strand,mendelian_disease_group
2,219524378,219528166,BCS1L,+,Growth_Defect
2,219919141,219925238,IHH,-,Growth_Defect
2,227596032,227663506,IRS1,-,Growth_Defect
2,227867426,228029275,COL4A4,-,Growth_Defect
2,228029280,228179508,COL4A3,+,Growth_Defect
2,238232654,238322850,COL6A3,-,Growth_Defect
2,240896788,240964819,NDUFA10,-,Growth_Defect
2,241808161,241818536,AGXT,+,Growth_Defect
2,242523819,242576725,THAP4,-,Growth_Defect
20,388708,411610,RBCK1,+,Growth_Defect
20,463337,524482,CSNK2A1,-,Growth_Defect
20,740723,749228,SLC52A3,-,Growth_Defect
20,10618331,10654694,JAG1,-,Growth_Defect
20,13765671,13799067,NDUFAF5,+,Growth_Defect
20,19867164,19983103,RIN2,+,Growth_Defect
20,30225690,30232800,COX4I2,+,Growth_Defect
20,30946146,31027122,ASXL1,+,Growth_Defect
20,31350190,31397162,DNMT3B,+,Growth_Defect
20,32868070,32891215,AHCY,-,Growth_Defect
20,32951040,33099198,ITCH,+,Growth_Defect
20,34021148,34026027,GDF5,-,Growth_Defect
20,35520226,35580246,SAMHD1,-,Growth_Defect
20,42984440,43036115,HNF4A,+,Growth_Defect
20,43248162,43280376,ADA,-,Growth_Defect
20,44519590,44527458,CTSA,+,Growth_Defect
20,44746905,44758384,CD40,+,Growth_Defect
20,47538274,47653230,ARFGEF2,+,Growth_Defect
20,49551404,49575060,DPM1,-,Growth_Defect
20,52769987,52790516,CYP24A1,-,Growth_Defect
20,54823787,54824871,MC3R,+,Growth_Defect
20,57414794,57486250,GNAS,+,Growth_Defect
20,57875498,57901047,EDN3,+,Growth_Defect
20,61448413,61472511,COL9A3,+,Growth_Defect
20,62289162,62328544,RTEL1,+,Growth_Defect
21,19641432,19775970,TMPRSS15,-,Growth_Defect
21,34915349,34949812,SON,+,Growth_Defect
21,34949858,34961267,DONSON,-,Growth_Defect
21,35736322,35743440,KCNE2,+,Growth_Defect
21,38792600,38887679,DYRK1A,+,Growth_Defect
21,38996784,39288741,KCNJ6,-,Growth_Defect
21,44473300,44496472,CBS,-,Growth_Defect
21,47401662,47424963,COL6A1,+,Growth_Defect
21,47518032,47552763,COL6A2,+,Growth_Defect
21,47744035,47865682,PCNT,+,Growth_Defect
22,19467413,19508135,CDC45,+,Growth_Defect
22,19744225,19754855,TBX1,+,Growth_Defect
22,20008630,20053447,TANGO2,+,Growth_Defect
22,20778873,20792146,SCARF2,-,Growth_Defect
22,21213291,21245501,SNAP29,+,Growth_Defect
22,31003069,31023047,TCN2,+,Growth_Defect
22,32439018,32509011,SLC5A1,+,Growth_Defect
22,41488613,41576081,EP300,+,Growth_Defect
22,41865128,41924993,ACO2,+,Growth_Defect
22,43013845,43040640,CYB5R3,-,Growth_Defect
22,50296853,50312106,ALG12,-,Growth_Defect
22,50656117,50683400,TUBGCP6,-,Growth_Defect
22,51113069,51171640,SHANK3,+,Growth_Defect
3,8775485,8788451,CAV3,+,Growth_Defect
3,9773433,9789699,BRPF1,+,Growth_Defect
3,9932270,9936031,JAGN1,+,Growth_Defect
3,12393000,12475855,PPARG,+,Growth_Defect
3,20202084,20227698,SGO1,-,Growth_Defect
3,24158644,24536313,THRB,-,Growth_Defect
3,31574490,31677556,STT3B,+,Growth_Defect
3,33038099,33138694,GLB1,-,Growth_Defect
3,33155449,33189265,CRTAP,+,Growth_Defect
3,38887259,38992052,SCN11A,-,Growth_Defect
3,46923738,46945289,PTH1R,+,Growth_Defect
3,47057897,47205467,SETD2,-,Growth_Defect
3,48445260,48470872,PLXNB1,-,Growth_Defect
3,49059073,49060926,NDUFAF3,+,Growth_Defect
3,49866027,49893992,TRAIP,-,Growth_Defect
3,52109248,52188706,POC1A,-,Growth_Defect
3,52321835,52329272,GLYCTK,+,Growth_Defect
3,53122500,53164470,RFT1,-,Growth_Defect
3,55499742,55515426,WNT5A,-,Growth_Defect
3,57231943,57234280,HESX1,-,Growth_Defect
3,57994126,58157982,FLNB,+,Growth_Defect
3,63884074,63989136,ATXN7,+,Growth_Defect
3,71003864,71180092,FOXP1,-,Growth_Defect
3,81538849,81810950,GBE1,-,Growth_Defect
3,87308782,87325737,POU1F1,-,Growth_Defect
3,101280679,101285290,TRMT10C,+,Growth_Defect
3,111260925,111371206,CD96,+,Growth_Defect
3,113465865,113530905,ATP6V1A,+,Growth_Defect
3,119217367,119243125,TIMMDC1,+,Growth_Defect
3,121903180,122005344,CASR,+,Growth_Defect
3,124449212,124468119,UMPS,+,Growth_Defect
3,124944512,125094198,ZNF148,-,Growth_Defect
3,127771211,127790526,SEC61A1,+,Growth_Defect
3,131181044,131221860,MRPL3,-,Growth_Defect
3,132379139,132396944,UBA5,+,Growth_Defect
3,135969166,136049013,PCCB,+,Growth_Defect
3,138663065,138665982,FOXL2,-,Growth_Defect
3,142168076,142297668,ATR,-,Growth_Defect
3,164696685,164796283,SI,-,Growth_Defect
3,170714136,170744768,SLC2A2,-,Growth_Defect
3,176738541,176915048,TBL1XR1,-,Growth_Defect
3,178866310,178952497,PIK3CA,+,Growth_Defect
3,181429711,181432223,SOX2,+,Growth_Defect
3,182733005,182817365,MCCC1,-,Growth_Defect
3,183960116,183966759,ALG3,-,Growth_Defect
3,184908411,184971886,EHHADH,-,Growth_Defect
3,189349215,189615068,TP63,+,Growth_Defect
3,190105660,190129932,CLDN16,+,Growth_Defect
4,1795038,1810599,FGFR3,+,Growth_Defect
4,3465032,3496209,DOK7,+,Growth_Defect
4,5564145,5710294,EVC2,-,Growth_Defect
4,5712923,5816031,EVC,+,Growth_Defect
4,13542453,13546114,NKX3-2,-,Growth_Defect
4,39460664,39479271,LIAS,+,Growth_Defect
4,56262079,56292342,TMEM165,+,Growth_Defect
4,57775078,57802010,REST,+,Growth_Defect
4,74269971,74287129,ALB,+,Growth_Defect
4,80898661,80994477,ANTXR2,-,Growth_Defect
4,84184976,84206067,COQ2,-,Growth_Defect
4,89442724,89442940,PIGY,-,Growth_Defect
4,95972829,96079601,BMPR1B,+,Growth_Defect
4,100467863,100485189,TRMT10A,-,Growth_Defect
4,100799494,100815703,LAMTOR3,-,Growth_Defect
4,103182820,103266655,SLC39A8,-,Growth_Defect
4,104026962,104119566,CENPE,-,Growth_Defect
4,106290233,106395227,PPA2,-,Growth_Defect
4,107236766,107270381,AIMP1,+,Growth_Defect
4,113558611,113578748,LARP7,+,Growth_Defect
4,123533782,123542212,IL21,-,Growth_Defect
4,123844224,124240604,SPATA5,+,Growth_Defect
4,128802015,128820377,PLK4,+,Growth_Defect
4,140374960,140397069,RAB33B,+,Growth_Defect
4,146540539,146581187,MMAA,+,Growth_Defect
4,148999914,149363672,NR3C2,-,Growth_Defect
4,151185810,151936649,LRBA,-,Growth_Defect
4,166248817,166264314,MSMO1,+,Growth_Defect
4,170314420,170533778,NEK1,-,Growth_Defect
4,178351928,178363657,AGA,-,Growth_Defect
5,218355,256814,SDHA,+,Growth_Defect
5,1253286,1295162,TERT,-,Growth_Defect
5,1801495,1816167,NDUFS6,+,Growth_Defect
5,7869216,7901235,MTRR,+,Growth_Defect
5,14664782,14699842,OTULIN,+,Growth_Defect
5,33987090,34008220,AMACR,-,Growth_Defect
5,34929697,34959069,DNAJC21,+,Growth_Defect
5,35856976,35879705,IL7R,+,Growth_Defect
5,36192693,36241900,NADK2,-,Growth_Defect
5,37106329,37249530,C5orf42,-,Growth_Defect
5,38475064,38595507,LIFR,-,Growth_Defect
5,42423876,42721980,GHR,+,Growth_Defect
5,43603228,43705668,NNT,+,Growth_Defect
5,52856464,52979171,NDUFS4,+,Growth_Defect
5,60169658,60240905,ERCC8,-,Growth_Defect
5,60240955,60448864,NDUFAF2,+,Growth_Defect
5,67511583,67597649,PIK3R1,+,Growth_Defect
5,68788118,68853931,OCLN,+,Growth_Defect
5,70883114,70954530,MCCC2,+,Growth_Defect
5,78073036,78282357,ARSB,-,Growth_Defect
5,82373316,82649579,XRCC4,+,Growth_Defect
5,88014057,88199922,MEF2C,-,Growth_Defect
5,94799598,94890709,TTC37,-,Growth_Defect
5,95726039,95768985,PCSK1,-,Growth_Defect
5,110074753,110098484,SLC25A46,+,Growth_Defect
5,118788137,118878030,HSD17B4,+,Growth_Defect
5,126626455,126796910,MEGF10,+,Growth_Defect
5,130506640,130541119,LYRM7,+,Growth_Defect
5,131705400,131731306,SLC22A5,+,Growth_Defect
5,133936838,133968533,SAR1B,-,Growth_Defect
5,138282409,138534065,SIL1,-,Growth_Defect
5,138855112,138862343,TMEM173,-,Growth_Defect
5,140024947,140027370,NDUFA2,-,Growth_Defect
5,140894587,140998622,DIAPH1,-,Growth_Defect
5,145492588,145562294,LARS,-,Growth_Defect
5,147443534,147516925,SPINK5,+,Growth_Defect
5,149109814,149234585,PPARGC1B,+,Growth_Defect
5,149340299,149366963,SLC26A2,+,Growth_Defect
5,149493401,149535422,PDGFRB,-,Growth_Defect
5,172659106,172662315,NKX2-5,-,Growth_Defect
5,176560832,176727214,NSD1,+,Growth_Defect
5,177027118,177037346,B4GALT7,+,Growth_Defect
5,177419235,177423243,PROP1,-,Growth_Defect
6,1610680,1614129,FOXC1,+,Growth_Defect
6,5186833,5261172,LYRM4,-,Growth_Defect
6,7541869,7586946,DSP,+,Growth_Defect
6,24775158,24786325,GMNN,+,Growth_Defect
6,25912983,25930946,SLC34A1,-,Growth_Defect
6,25912983,25930946,SLC17A2,-,Growth_Defect
6,29640168,29644931,ZFP57,-,Growth_Defect
6,31926580,31937532,SKIV2L,+,Growth_Defect
6,32808493,32811816,PSMB8,-,Growth_Defect
6,43005354,43021683,CUL7,-,Growth_Defect
6,44266462,44281063,AARS2,-,Growth_Defect
6,47445524,47594996,CD2AP,+,Growth_Defect
6,49398072,49431041,MUT,-,Growth_Defect
6,51480144,51952423,PKHD1,-,Growth_Defect
6,70385640,70507049,LMBRD1,-,Growth_Defect
6,74171453,74211179,MTO1,+,Growth_Defect
6,74303101,74363737,SLC17A5,-,Growth_Defect
6,80816343,81055987,BCKDHB,+,Growth_Defect
6,83874592,83903655,PGM3,-,Growth_Defect
6,88224095,88299735,RARS2,-,Growth_Defect
6,91223291,91297020,MAP3K7,-,Growth_Defect
6,97337186,97345767,NDUFAF4,-,Growth_Defect
6,99321600,99395849,FBXL4,-,Growth_Defect
6,100836749,100911811,SIM1,-,Growth_Defect
6,110012423,110146634,FIG4,+,Growth_Defect
6,112375370,112390887,WISP3,+,Growth_Defect
6,116440084,116447296,COL10A1,-,Growth_Defect
6,117996616,118031886,NUS1,+,Growth_Defect
6,121756744,121770873,GJA1,+,Growth_Defect
6,137143701,137235072,PEX7,+,Growth_Defect
6,143072603,143266338,HIVEP2,-,Growth_Defect
6,151725896,151773316,RMND1,-,Growth_Defect
6,158530535,158589312,SERAC1,-,Growth_Defect
7,192968,300740,FAM20C,+,Growth_Defect
7,26331514,26413949,SNX10,+,Growth_Defect
7,31003635,31019146,GHRHR,+,Growth_Defect
7,40174574,40900366,SUGCT,+,Growth_Defect
7,42000547,42276618,GLI3,-,Growth_Defect
7,55086724,55275031,EGFR,+,Growth_Defect
7,65425672,65447301,GUSB,-,Growth_Defect
7,65540775,65558329,ASL,+,Growth_Defect
7,66452689,66460588,SBDS,-,Growth_Defect
7,69063904,70257885,AUTS2,+,Growth_Defect
7,75544419,75616173,POR,+,Growth_Defect
7,75677392,75695930,MDH2,+,Growth_Defect
7,92116336,92157845,PEX1,-,Growth_Defect
7,92728825,92747336,SAMD9,-,Growth_Defect
7,94023872,94060544,COL1A2,+,Growth_Defect
7,95749531,95951459,SLC25A13,-,Growth_Defect
7,97481428,97501854,ASNS,-,Growth_Defect
7,107405911,107443678,SLC26A3,-,Growth_Defect
7,107531585,107561643,DLD,+,Growth_Defect
7,114055051,114333827,FOXP2,+,Growth_Defect
7,117120016,117308718,CFTR,+,Growth_Defect
7,121713597,121784344,AASS,-,Growth_Defect
7,127881330,127897682,LEP,+,Growth_Defect
7,137761177,137803050,AKR1D1,+,Growth_Defect
7,138391038,138458782,ATP6V0A4,-,Growth_Defect
7,140433812,140624564,BRAF,-,Growth_Defect
7,148504463,148581441,EZH2,-,Growth_Defect
7,151253200,151574316,PRKAG2,-,Growth_Defect
7,155595557,155604967,SHH,-,Growth_Defect
7,158649268,158738883,WDR60,+,Growth_Defect
8,17913924,17942507,ASAH1,-,Growth_Defect
8,22019183,22021991,SFTPC,+,Growth_Defect
8,23559963,23564111,NKX2-6,-,Growth_Defect
8,38000217,38008600,STAR,-,Growth_Defect
8,38268655,38325363,FGFR1,-,Growth_Defect
8,42128819,42190171,IKBKB,+,Growth_Defect
8,48872762,48890719,MCM4,+,Growth_Defect
8,49830238,49833999,SNAI2,-,Growth_Defect
8,53535017,53627026,RB1CC1,-,Growth_Defect
8,57870487,57906430,IMPAD1,-,Growth_Defect
8,65508528,65711348,CYP7B1,-,Growth_Defect
8,74888376,74895018,TMEM70,+,Growth_Defect
8,77892493,77913280,PEX2,-,Growth_Defect
8,90945563,90996899,NBN,-,Growth_Defect
8,92082423,92099323,OTUD6B,+,Growth_Defect
8,96037213,96070944,NDUFAF6,+,Growth_Defect
8,97274166,97346774,PTDSS1,+,Growth_Defect
8,103216728,103251059,RRM2B,-,Growth_Defect
8,116420723,116681228,TRPS1,-,Growth_Defect
8,119935795,119964383,TNFRSF11B,-,Growth_Defect
8,125551342,125562227,NDUFB9,+,Growth_Defect
8,126104082,126379367,NSMCE2,+,Growth_Defect
8,133879204,134147143,TG,+,Growth_Defect
8,143991974,143999259,CYP11B2,-,Growth_Defect
8,144295067,144299044,GPIHBP1,+,Growth_Defect
8,144898513,144911556,PUF60,-,Growth_Defect
8,145538246,145550567,DGAT1,-,Growth_Defect
8,145637797,145642273,SLC39A4,-,Growth_Defect
8,145736666,145743210,RECQL4,-,Growth_Defect
9,2015341,2193623,SMARCA2,+,Growth_Defect
9,5890908,5909822,MLANA,+,Growth_Defect
9,15422781,15461627,SNAPC3,+,Growth_Defect
9,26903367,26947468,PLAA,-,Growth_Defect
9,27284653,27297137,EQTN,-,Growth_Defect
9,34646585,34650595,GALT,+,Growth_Defect
9,35792405,35809728,NPR2,+,Growth_Defect
9,36214438,36277053,GNE,-,Growth_Defect
9,71820077,71870124,TJP2,+,Growth_Defect
9,93976096,94124206,AUH,-,Growth_Defect
9,94484877,94712444,ROR2,-,Growth_Defect
9,94972489,95056038,IARS,-,Growth_Defect
9,104122698,104145801,BAAT,-,Growth_Defect
9,104182841,104198062,ALDOB,-,Growth_Defect
9,113431050,113563278,MUSK,+,Growth_Defect
9,116148591,116163618,ALAD,-,Growth_Defect
9,123151146,123342448,CDK5RAP2,-,Growth_Defect
9,123714613,123812554,C5,-,Growth_Defect
9,131707808,131710012,DOLK,-,Growth_Defect
9,133320093,133376661,ASS1,+,Growth_Defect
9,133589267,133763062,ABL1,+,Growth_Defect
9,136218665,136223361,SURF1,-,Growth_Defect
9,136379707,136390068,MYMK,-,Growth_Defect
9,136399974,136440641,ADAMTSL2,+,Growth_Defect
9,137533650,137736688,COL5A1,+,Growth_Defect
9,139088095,139095004,LHX3,-,Growth_Defect
9,139567594,139581911,AGPAT2,-,Growth_Defect
9,140125384,140131006,SLC34A3,+,Growth_Defect
1,5922869,6052533,NPHP4,-,Hematologic_Disorder
1,11734536,11751678,MAD2L2,-,Hematologic_Disorder
1,11845786,11866160,MTHFR,-,Hematologic_Disorder
1,21835857,21904905,ALPL,+,Hematologic_Disorder
1,24018268,24022915,RPL11,+,Hematologic_Disorder
1,24128366,24151949,HMGCL,-,Hematologic_Disorder
1,25598980,25656936,RHD,+,Hematologic_Disorder
1,25688739,25747363,RHCE,-,Hematologic_Disorder
1,29213602,29446558,EPB41,+,Hematologic_Disorder
1,32739711,32751766,LCK,+,Hematologic_Disorder
1,43391045,43424847,SLC2A1,-,Hematologic_Disorder
1,43803474,43820135,MPL,+,Hematologic_Disorder
1,45287937,45308616,PTCH2,-,Hematologic_Disorder
1,45477804,45481341,UROD,+,Hematologic_Disorder
1,45794913,45806142,MUTYH,-,Hematologic_Disorder
1,45965855,45976739,MMACHC,+,Hematologic_Disorder
1,46713366,46744145,RAD54L,+,Hematologic_Disorder
1,47681962,47695443,TAL1,-,Hematologic_Disorder
1,53152013,53164038,COA7,-,Hematologic_Disorder
1,55464616,55474465,BSND,+,Hematologic_Disorder
1,57320442,57383894,C8A,+,Hematologic_Disorder
1,93297593,93307481,RPL5,+,Hematologic_Disorder
1,94883932,94984219,ABCD3,+,Hematologic_Disorder
1,115247084,115259515,NRAS,-,Hematologic_Disorder
1,120254418,120286849,PHGDH,+,Hematologic_Disorder
1,145413190,145417545,HFE2,+,Hematologic_Disorder
1,145507556,145513535,RBM8A,+,Hematologic_Disorder
1,150039341,150117505,VPS45,+,Hematologic_Disorder
1,150480486,150486265,ECM1,+,Hematologic_Disorder
1,153963238,153964631,RPS27,+,Hematologic_Disorder
1,154554533,154580724,ADAR,-,Hematologic_Disorder
1,155158299,155162706,MUC1,-,Hematologic_Disorder
1,155204238,155214653,GBA,-,Hematologic_Disorder
1,155259083,155271225,PKLR,-,Hematologic_Disorder
1,155867598,155880706,RIT1,-,Hematologic_Disorder
1,156084460,156109880,LMNA,+,Hematologic_Disorder
1,158580495,158656506,SPTA1,-,Hematologic_Disorder
1,159175048,159176290,ACKR1,+,Hematologic_Disorder
1,161136180,161141010,PPOX,+,Hematologic_Disorder
1,161171936,161184184,NDUFS2,+,Hematologic_Disorder
1,161192082,161193418,APOA2,-,Hematologic_Disorder
1,169433148,169455208,SLC19A2,-,Hematologic_Disorder
1,169481191,169555769,F5,-,Hematologic_Disorder
1,171060017,171086959,FMO3,+,Hematologic_Disorder
1,172628184,172636012,FASLG,+,Hematologic_Disorder
1,202300784,202311094,UBE2T,-,Hematologic_Disorder
1,204123943,204135465,REN,-,Hematologic_Disorder
1,206940947,206945839,IL10,-,Hematologic_Disorder
1,207494816,207534311,CD55,+,Hematologic_Disorder
1,207669472,207815110,CR1,+,Hematologic_Disorder
1,213031596,213072705,FLVCR1,+,Hematologic_Disorder
1,225589203,225615815,LBR,-,Hematologic_Disorder
1,228353428,228369958,IBA57,+,Hematologic_Disorder
1,235530727,235612280,TBCE,+,Hematologic_Disorder
1,235824330,236030227,LYST,-,Hematologic_Disorder
1,236958580,237067281,MTR,+,Hematologic_Disorder
1,244998638,245008359,COX20,+,Hematologic_Disorder
1,247579457,247612406,NLRP3,+,Hematologic_Disorder
10,3818187,3827473,KLF6,-,Hematologic_Disorder
10,6052656,6104333,IL2RA,-,Hematologic_Disorder
10,14948870,14996094,DCLRE1C,-,Hematologic_Disorder
10,16865964,17171816,CUBN,-,Hematologic_Disorder
10,21823573,22032559,MLLT10,+,Hematologic_Disorder
10,23481459,23483181,PTF1A,+,Hematologic_Disorder
10,27293044,27389427,ANKRD26,-,Hematologic_Disorder
10,43572516,43625797,RET,+,Hematologic_Disorder
10,52834233,54058110,PRKG1,+,Hematologic_Disorder
10,71029755,71161637,HK1,+,Hematologic_Disorder
10,72357103,72362531,PRF1,-,Hematologic_Disorder
10,72575703,72640932,SGPL1,+,Hematologic_Disorder
10,73079009,73123147,SLC29A3,+,Hematologic_Disorder
10,73576054,73611082,PSAP,-,Hematologic_Disorder
10,79793517,79816571,RPS24,+,Hematologic_Disorder
10,88516395,88684945,BMPR1A,+,Hematologic_Disorder
10,89623194,89728532,PTEN,+,Hematologic_Disorder
10,90750287,90775542,FAS,+,Hematologic_Disorder
10,90973325,91011660,LIPA,-,Hematologic_Disorder
10,103825123,103827795,HPS6,+,Hematologic_Disorder
10,104263718,104393214,SUFU,+,Hematologic_Disorder
10,118305427,118327367,PNLIP,+,Hematologic_Disorder
10,120900424,120925204,SFXN4,-,Hematologic_Disorder
10,123237843,123357972,FGFR2,-,Hematologic_Disorder
10,126085871,126107545,OAT,-,Hematologic_Disorder
10,127477146,127511837,UROS,-,Hematologic_Disorder
11,532241,535550,HRAS,-,Hematologic_Disorder
11,747431,765024,TALDO1,+,Hematologic_Disorder
11,832951,838835,CD151,+,Hematologic_Disorder
11,2466220,2870340,KCNQ1,+,Hematologic_Disorder
11,2920950,2946476,SLC22A18,+,Hematologic_Disorder
11,3876932,4114440,STIM1,+,Hematologic_Disorder
11,5246695,5248301,HBB,-,Hematologic_Disorder
11,5254058,5255858,HBD,-,Hematologic_Disorder
11,5269501,5271087,HBG1,-,Hematologic_Disorder
11,6411643,6416228,SMPD1,+,Hematologic_Disorder
11,17406795,17410206,KCNJ11,-,Hematologic_Disorder
11,18501857,18548503,TSG101,-,Hematologic_Disorder
11,22644078,22647387,FANCF,-,Hematologic_Disorder
11,27676441,27722600,BDNF,-,Hematologic_Disorder
11,33724555,33744273,CD59,-,Hematologic_Disorder
11,34937676,35017675,PDHX,+,Hematologic_Disorder
11,36589562,36601310,RAG1,+,Hematologic_Disorder
11,36613492,36619829,RAG2,-,Hematologic_Disorder
11,47600561,47606115,NDUFS3,+,Hematologic_Disorder
11,58912251,58922511,FAM111A,+,Hematologic_Disorder
11,59596745,59612974,GIF,-,Hematologic_Disorder
11,63742078,63744015,COX8A,+,Hematologic_Disorder
11,63974151,63991363,FERMT3,+,Hematologic_Disorder
11,67374322,67380012,NDUFV1,+,Hematologic_Disorder
11,67806461,67818366,TCIRG1,+,Hematologic_Disorder
11,71145456,71159477,DHCR7,-,Hematologic_Disorder
11,77811987,77850699,ALG8,-,Hematologic_Disorder
11,85339616,85347583,TMEM126B,+,Hematologic_Disorder
11,85668213,85780139,PICALM,-,Hematologic_Disorder
11,102660640,102668966,MMP1,-,Hematologic_Disorder
11,108093558,108239826,ATM,+,Hematologic_Disorder
11,118215058,118224497,CD3G,+,Hematologic_Disorder
11,118895060,118901616,SLC37A4,-,Hematologic_Disorder
11,118955586,118964259,HMBS,+,Hematologic_Disorder
11,118967212,118972785,DPAGT1,-,Hematologic_Disorder
11,119076985,119178859,CBL,+,Hematologic_Disorder
11,126138934,126148027,FOXRED1,+,Hematologic_Disorder
11,134123433,134135746,ACAD8,+,Hematologic_Disorder
12,4382901,4414522,CCND2,+,Hematologic_Disorder
12,4477392,4488894,FGF23,-,Hematologic_Disorder
12,6437922,6451283,TNFRSF1A,-,Hematologic_Disorder
12,6554050,6560884,CD27,+,Hematologic_Disorder
12,6976583,6980110,TPI1,+,Hematologic_Disorder
12,11802787,12048325,ETV6,+,Hematologic_Disorder
12,20963637,21069843,SLCO1B3,+,Hematologic_Disorder
12,21788274,21810789,LDHB,-,Hematologic_Disorder
12,25358179,25403854,KRAS,-,Hematologic_Disorder
12,32899477,32908887,YARS2,-,Hematologic_Disorder
12,48366747,48398285,COL2A1,-,Hematologic_Disorder
12,48499655,48540187,PFKM,+,Hematologic_Disorder
12,49412757,49449107,KMT2D,-,Hematologic_Disorder
12,50505763,50514240,COX14,+,Hematologic_Disorder
12,51379774,51422058,SLC11A2,-,Hematologic_Disorder
12,52306112,52317145,ACVRL1,+,Hematologic_Disorder
12,56435685,56438007,RPS26,+,Hematologic_Disorder
12,57881719,57910438,MARS,+,Hematologic_Disorder
12,58141509,58146230,CDK4,-,Hematologic_Disorder
12,68548549,68553521,IFNG,-,Hematologic_Disorder
12,100897137,100957645,NR1H4,+,Hematologic_Disorder
12,109991520,110011358,MMAB,-,Hematologic_Disorder
12,110011499,110035071,MVK,+,Hematologic_Disorder
12,111843751,111889427,SH2B3,+,Hematologic_Disorder
12,112204690,112247789,ALDH2,+,Hematologic_Disorder
12,112856535,112947717,PTPN11,+,Hematologic_Disorder
12,121416548,121440314,HNF1A,+,Hematologic_Disorder
12,122716093,122751068,VPS33A,-,Hematologic_Disorder
12,132413812,132428406,PUS1,+,Hematologic_Disorder
12,132680916,132905905,GALNT9,-,Hematologic_Disorder
12,133264191,133281577,PXMP2,+,Hematologic_Disorder
12,133302253,133338451,ANKLE2,-,Hematologic_Disorder
13,28577410,28674729,FLT3,-,Hematologic_Disorder
13,32889616,32973809,BRCA2,+,Hematologic_Disorder
13,33590570,33640282,KL,+,Hematologic_Disorder
13,43148290,43182149,TNFSF11,+,Hematologic_Disorder
13,48877882,49056026,RB1,+,Hematologic_Disorder
13,52506805,52585630,ATP7B,-,Hematologic_Disorder
13,100741268,101182691,PCCA,+,Hematologic_Disorder
13,108859791,108867882,LIG4,-,Hematologic_Disorder
13,110801309,110959496,COL4A1,-,Hematologic_Disorder
14,20937537,20946165,PNP,+,Hematologic_Disorder
14,23242431,23285107,SLC7A7,-,Hematologic_Disorder
14,24708850,24711880,TINF2,-,Hematologic_Disorder
14,32030590,32330429,NUBPL,+,Hematologic_Disorder
14,36985603,36989430,NKX2-1,-,Hematologic_Disorder
14,50043389,50053134,RPS29,-,Hematologic_Disorder
14,65213000,65289863,SPTB,-,Hematologic_Disorder
14,70233833,70238722,SRSF5,+,Hematologic_Disorder
14,74751979,74769767,ABCD4,-,Hematologic_Disorder
14,77787229,77797940,GSTZ1,+,Hematologic_Disorder
14,92335754,92414046,FBLN5,-,Hematologic_Disorder
14,95552564,95608085,DICER1,-,Hematologic_Disorder
14,96001322,96011055,GLRX5,+,Hematologic_Disorder
14,103388992,103397179,AMN,+,Hematologic_Disorder
14,105235686,105262080,AKT1,-,Hematologic_Disorder
15,31196075,31235310,FAN1,+,Hematologic_Disorder
15,34633916,34635362,NOP10,-,Hematologic_Disorder
15,36871811,37102449,C15orf41,+,Hematologic_Disorder
15,40987326,41024356,RAD51,+,Hematologic_Disorder
15,41679546,41694658,NDUFAF1,-,Hematologic_Disorder
15,43015759,43029417,CDAN1,-,Hematologic_Disorder
15,43489425,43513323,EPB42,-,Hematologic_Disorder
15,43891760,43910998,STRC,-,Hematologic_Disorder
15,75182409,75190565,MPI,+,Hematologic_Disorder
15,83205503,83209208,RPS17,-,Hematologic_Disorder
15,89787193,89860362,FANCI,+,Hematologic_Disorder
15,89859535,89878026,POLG,-,Hematologic_Disorder
15,91260578,91358686,BLM,+,Hematologic_Disorder
16,222845,223709,HBA2,+,Hematologic_Disorder
16,226678,227520,HBA1,+,Hematologic_Disorder
16,1494933,1525085,CLCN7,-,Hematologic_Disorder
16,1543351,1560460,TELO2,+,Hematologic_Disorder
16,2138710,2185899,PKD1,-,Hematologic_Disorder
16,3292027,3306627,MEFV,-,Hematologic_Disorder
16,3631183,3661585,SLX4,-,Hematologic_Disorder
16,3775055,3930121,CREBBP,-,Hematologic_Disorder
16,14014013,14046205,ERCC4,+,Hematologic_Disorder
16,14529556,14724128,PARN,-,Hematologic_Disorder
16,16243421,16317328,ABCC6,-,Hematologic_Disorder
16,17196180,17564738,XYLT1,-,Hematologic_Disorder
16,23399813,23464512,COG7,-,Hematologic_Disorder
16,23614482,23652678,PALB2,-,Hematologic_Disorder
16,27438578,27463363,IL21R,+,Hematologic_Disorder
16,28996146,29002104,LAT,+,Hematologic_Disorder
16,30076993,30081741,ALDOA,+,Hematologic_Disorder
16,30194730,30200397,CORO1A,+,Hematologic_Disorder
16,54965110,54968395,IRX5,+,Hematologic_Disorder
16,67691414,67694718,ACD,-,Hematologic_Disorder
16,67973786,67978015,LCAT,-,Hematologic_Disorder
16,68055176,68057770,DDX28,-,Hematologic_Disorder
16,68771194,68869444,CDH1,+,Hematologic_Disorder
16,71600753,71610998,TAT,-,Hematologic_Disorder
16,86600856,86602537,FOXC2,+,Hematologic_Disorder
16,88781745,88851372,PIEZO1,-,Hematologic_Disorder
16,89803958,89883065,FANCA,-,Hematologic_Disorder
17,3511555,3539616,SHPK,-,Hematologic_Disorder
17,4835591,4838325,GP1BA,+,Hematologic_Disorder
17,5417437,5487832,NLRP1,-,Hematologic_Disorder
17,7571719,7590868,TP53,-,Hematologic_Disorder
17,8128138,8151413,CTC1,-,Hematologic_Disorder
